#
#    Name:  cp936_GBK (Extended GB) to Unicode table
#    Unicode version: 2.0
#    Table version: 2.00
#    Table format:  Format A
#    Date:          04/24/96
#    Authors:       Lori Brownell <loribr@microsoft.com>
#                   K.D. Chang    <a-kchang@microsoft.com>
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the GBK code (in hex as 0xXXXX)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in GBK order
#
0x00	0x0000	#NULL
0x92A3	0x6318	#<CJK>
0x92A4	0x6319	#<CJK>
0x92A5	0x631C	#<CJK>
0x92A6	0x6326	#<CJK>
0x92A7	0x6327	#<CJK>
0x92A8	0x6329	#<CJK>
0x92A9	0x632C	#<CJK>
0x92AA	0x632D	#<CJK>
0x92AB	0x632E	#<CJK>
0x92AC	0x6330	#<CJK>
0x92AD	0x6331	#<CJK>
0x92AE	0x6333	#<CJK>
0x92AF	0x6334	#<CJK>
0x92B0	0x6335	#<CJK>
0x92B1	0x6336	#<CJK>
0x92B2	0x6337	#<CJK>
0x92B3	0x6338	#<CJK>
0x92B4	0x633B	#<CJK>
0x92B5	0x633C	#<CJK>
0x92B6	0x633E	#<CJK>
0x92B7	0x633F	#<CJK>
0x92B8	0x6340	#<CJK>
0x92B9	0x6341	#<CJK>
0x92BA	0x6344	#<CJK>
0x92BB	0x6347	#<CJK>
0x92BC	0x6348	#<CJK>
0x92BD	0x634A	#<CJK>
0x92BE	0x6351	#<CJK>
0x92BF	0x6352	#<CJK>
0x92C0	0x6353	#<CJK>
0x92C1	0x6354	#<CJK>
0x92C2	0x6356	#<CJK>
0x92C3	0x6357	#<CJK>
0x92C4	0x6358	#<CJK>
0x92C5	0x6359	#<CJK>
0x92C6	0x635A	#<CJK>
0x92C7	0x635B	#<CJK>
0x92C8	0x635C	#<CJK>
0x92C9	0x635D	#<CJK>
0x92CA	0x6360	#<CJK>
0x92CB	0x6364	#<CJK>
0x92CC	0x6365	#<CJK>
0x92CD	0x6366	#<CJK>
0x92CE	0x6368	#<CJK>
0x92CF	0x636A	#<CJK>
0x92D0	0x636B	#<CJK>
0x92D1	0x636C	#<CJK>
0x92D2	0x636F	#<CJK>
0x92D3	0x6370	#<CJK>
0x92D4	0x6372	#<CJK>
0x92D5	0x6373	#<CJK>
0x92D6	0x6374	#<CJK>
0x92D7	0x6375	#<CJK>
0x92D8	0x6378	#<CJK>
0x92D9	0x6379	#<CJK>
0x92DA	0x637C	#<CJK>
0x92DB	0x637D	#<CJK>
0x92DC	0x637E	#<CJK>
0x92DD	0x637F	#<CJK>
0x92DE	0x6381	#<CJK>
0x92DF	0x6383	#<CJK>
0x92E0	0x6384	#<CJK>
0x92E1	0x6385	#<CJK>
0x92E2	0x6386	#<CJK>
0x92E3	0x638B	#<CJK>
0x92E4	0x638D	#<CJK>
0x92E5	0x6391	#<CJK>
0x92E6	0x6393	#<CJK>
0x92E7	0x6394	#<CJK>
0x92E8	0x6395	#<CJK>
0x92E9	0x6397	#<CJK>
0x92EA	0x6399	#<CJK>
0x92EB	0x639A	#<CJK>
0x92EC	0x639B	#<CJK>
0x92ED	0x639C	#<CJK>
0x92EE	0x639D	#<CJK>
0x92EF	0x639E	#<CJK>
0x92F0	0x639F	#<CJK>
0x92F1	0x63A1	#<CJK>
0x92F2	0x63A4	#<CJK>
0x92F3	0x63A6	#<CJK>
0x92F4	0x63AB	#<CJK>
0x92F5	0x63AF	#<CJK>
0x92F6	0x63B1	#<CJK>
0x92F7	0x63B2	#<CJK>
0x92F8	0x63B5	#<CJK>
0x92F9	0x63B6	#<CJK>
0x92FA	0x63B9	#<CJK>
0x92FB	0x63BB	#<CJK>
0x92FC	0x63BD	#<CJK>
0x92FD	0x63BF	#<CJK>
0x92FE	0x63C0	#<CJK>
0x9340	0x63C1	#<CJK>
0x9341	0x63C2	#<CJK>
0x9342	0x63C3	#<CJK>
0x9343	0x63C5	#<CJK>
0x9344	0x63C7	#<CJK>
0x9345	0x63C8	#<CJK>
0x9346	0x63CA	#<CJK>
0x9347	0x63CB	#<CJK>
0x9348	0x63CC	#<CJK>
0x9349	0x63D1	#<CJK>
0x934A	0x63D3	#<CJK>
0x934B	0x63D4	#<CJK>
0x934C	0x63D5	#<CJK>
0x934D	0x63D7	#<CJK>
0x934E	0x63D8	#<CJK>
0x934F	0x63D9	#<CJK>
0x9350	0x63DA	#<CJK>
0x9351	0x63DB	#<CJK>
0x9352	0x63DC	#<CJK>
0x9353	0x63DD	#<CJK>
0x9354	0x63DF	#<CJK>
0x9355	0x63E2	#<CJK>
0x9356	0x63E4	#<CJK>
0x9357	0x63E5	#<CJK>
0x9358	0x63E6	#<CJK>
0x9359	0x63E7	#<CJK>
0x935A	0x63E8	#<CJK>
0x935B	0x63EB	#<CJK>
0x935C	0x63EC	#<CJK>
0x935D	0x63EE	#<CJK>
0x935E	0x63EF	#<CJK>
0x935F	0x63F0	#<CJK>
0x9360	0x63F1	#<CJK>
0x9361	0x63F3	#<CJK>
0x9362	0x63F5	#<CJK>
0x9363	0x63F7	#<CJK>
0x9364	0x63F9	#<CJK>
0x9365	0x63FA	#<CJK>
0x9366	0x63FB	#<CJK>
0x9367	0x63FC	#<CJK>
0x9368	0x63FE	#<CJK>
0x9369	0x6403	#<CJK>
0x936A	0x6404	#<CJK>
0x936B	0x6406	#<CJK>
0x936C	0x6407	#<CJK>
0x936D	0x6408	#<CJK>
0x936E	0x6409	#<CJK>
0x936F	0x640A	#<CJK>
0x9370	0x640D	#<CJK>
0x9371	0x640E	#<CJK>
0x9372	0x6411	#<CJK>
0x9373	0x6412	#<CJK>
0x9374	0x6415	#<CJK>
0x9375	0x6416	#<CJK>
0x9376	0x6417	#<CJK>
0x9377	0x6418	#<CJK>
0x9378	0x6419	#<CJK>
0x9379	0x641A	#<CJK>
0x937A	0x641D	#<CJK>
0x937B	0x641F	#<CJK>
0x937C	0x6422	#<CJK>
0x937D	0x6423	#<CJK>
0x937E	0x6424	#<CJK>
0x9380	0x6425	#<CJK>
0x9381	0x6427	#<CJK>
0x9382	0x6428	#<CJK>
0x9383	0x6429	#<CJK>
0x9384	0x642B	#<CJK>
0x9385	0x642E	#<CJK>
0x9386	0x642F	#<CJK>
0x9387	0x6430	#<CJK>
0x9388	0x6431	#<CJK>
0x9389	0x6432	#<CJK>
0x938A	0x6433	#<CJK>
0x938B	0x6435	#<CJK>
0x938C	0x6436	#<CJK>
0x938D	0x6437	#<CJK>
0x938E	0x6438	#<CJK>
0x938F	0x6439	#<CJK>
0x9390	0x643B	#<CJK>
0x9391	0x643C	#<CJK>
0x9392	0x643E	#<CJK>
0x9393	0x6440	#<CJK>
0x9394	0x6442	#<CJK>
0x9395	0x6443	#<CJK>
0x9396	0x6449	#<CJK>
0x9397	0x644B	#<CJK>
0x9398	0x644C	#<CJK>
0x9399	0x644D	#<CJK>
0x939A	0x644E	#<CJK>
0x939B	0x644F	#<CJK>
0x939C	0x6450	#<CJK>
0x939D	0x6451	#<CJK>
0x939E	0x6453	#<CJK>
0x939F	0x6455	#<CJK>
0x93A0	0x6456	#<CJK>
0x93A1	0x6457	#<CJK>
0x93A2	0x6459	#<CJK>
0x93A3	0x645A	#<CJK>
0x93A4	0x645B	#<CJK>
0x93A5	0x645C	#<CJK>
0x93A6	0x645D	#<CJK>
0x93A7	0x645F	#<CJK>
0x93A8	0x6460	#<CJK>
0x93A9	0x6461	#<CJK>
0x93AA	0x6462	#<CJK>
0x93AB	0x6463	#<CJK>
0x93AC	0x6464	#<CJK>
0x93AD	0x6465	#<CJK>
0x93AE	0x6466	#<CJK>
0x93AF	0x6468	#<CJK>
0x93B0	0x646A	#<CJK>
0x93B1	0x646B	#<CJK>
0x93B2	0x646C	#<CJK>
0x93B3	0x646E	#<CJK>
0x93B4	0x646F	#<CJK>
0x93B5	0x6470	#<CJK>
0x93B6	0x6471	#<CJK>
0x93B7	0x6472	#<CJK>
0x93B8	0x6473	#<CJK>
0x93B9	0x6474	#<CJK>
0x93BA	0x6475	#<CJK>
0x93BB	0x6476	#<CJK>
0x93BC	0x6477	#<CJK>
0x93BD	0x647B	#<CJK>
0x93BE	0x647C	#<CJK>
0x93BF	0x647D	#<CJK>
0x93C0	0x647E	#<CJK>
0x93C1	0x647F	#<CJK>
0x93C2	0x6480	#<CJK>
0x93C3	0x6481	#<CJK>
0x93C4	0x6483	#<CJK>
0x93C5	0x6486	#<CJK>
0x93C6	0x6488	#<CJK>
0x93C7	0x6489	#<CJK>
0x93C8	0x648A	#<CJK>
0x93C9	0x648B	#<CJK>
0x93CA	0x648C	#<CJK>
0x93CB	0x648D	#<CJK>
0x93CC	0x648E	#<CJK>
0x93CD	0x648F	#<CJK>
0x93CE	0x6490	#<CJK>
0x93CF	0x6493	#<CJK>
0x93D0	0x6494	#<CJK>
0x93D1	0x6497	#<CJK>
0x93D2	0x6498	#<CJK>
0x93D3	0x649A	#<CJK>
0x93D4	0x649B	#<CJK>
0x93D5	0x649C	#<CJK>
0x93D6	0x649D	#<CJK>
0x93D7	0x649F	#<CJK>
0x93D8	0x64A0	#<CJK>
0x93D9	0x64A1	#<CJK>
0x93DA	0x64A2	#<CJK>
0x93DB	0x64A3	#<CJK>
0x93DC	0x64A5	#<CJK>
0x93DD	0x64A6	#<CJK>
0x93DE	0x64A7	#<CJK>
0x93DF	0x64A8	#<CJK>
0x93E0	0x64AA	#<CJK>
0x93E1	0x64AB	#<CJK>
0x93E2	0x64AF	#<CJK>
0x93E3	0x64B1	#<CJK>
0x93E4	0x64B2	#<CJK>
0x93E5	0x64B3	#<CJK>
0x93E6	0x64B4	#<CJK>
0x93E7	0x64B6	#<CJK>
0x93E8	0x64B9	#<CJK>
0x93E9	0x64BB	#<CJK>
0x93EA	0x64BD	#<CJK>
0x93EB	0x64BE	#<CJK>
0x93EC	0x64BF	#<CJK>
0x93ED	0x64C1	#<CJK>
0x93EE	0x64C3	#<CJK>
0x93EF	0x64C4	#<CJK>
0x93F0	0x64C6	#<CJK>
0x93F1	0x64C7	#<CJK>
0x93F2	0x64C8	#<CJK>
0x93F3	0x64C9	#<CJK>
0x93F4	0x64CA	#<CJK>
0x93F5	0x64CB	#<CJK>
0x93F6	0x64CC	#<CJK>
0x93F7	0x64CF	#<CJK>
0x93F8	0x64D1	#<CJK>
0x93F9	0x64D3	#<CJK>
0x93FA	0x64D4	#<CJK>
0x93FB	0x64D5	#<CJK>
0x93FC	0x64D6	#<CJK>
0x93FD	0x64D9	#<CJK>
0x93FE	0x64DA	#<CJK>
0x9440	0x64DB	#<CJK>
0x9441	0x64DC	#<CJK>
0x9442	0x64DD	#<CJK>
0x9443	0x64DF	#<CJK>
0x9444	0x64E0	#<CJK>
0x9445	0x64E1	#<CJK>
0x9446	0x64E3	#<CJK>
0x9447	0x64E5	#<CJK>
0x9448	0x64E7	#<CJK>
0x9449	0x64E8	#<CJK>
0x944A	0x64E9	#<CJK>
0x944B	0x64EA	#<CJK>
0x944C	0x64EB	#<CJK>
0x944D	0x64EC	#<CJK>
0x944E	0x64ED	#<CJK>
0x944F	0x64EE	#<CJK>
0x9450	0x64EF	#<CJK>
0x9451	0x64F0	#<CJK>
0x9452	0x64F1	#<CJK>
0x9453	0x64F2	#<CJK>
0x9454	0x64F3	#<CJK>
0x9455	0x64F4	#<CJK>
0x9456	0x64F5	#<CJK>
0x9457	0x64F6	#<CJK>
0x9458	0x64F7	#<CJK>
0x9459	0x64F8	#<CJK>
0x945A	0x64F9	#<CJK>
0x945B	0x64FA	#<CJK>
0x945C	0x64FB	#<CJK>
0x945D	0x64FC	#<CJK>
0x945E	0x64FD	#<CJK>
0x945F	0x64FE	#<CJK>
0x9460	0x64FF	#<CJK>
0x9461	0x6501	#<CJK>
0x9462	0x6502	#<CJK>
0x9463	0x6503	#<CJK>
0x9464	0x6504	#<CJK>
0x9465	0x6505	#<CJK>
0x9466	0x6506	#<CJK>
0x9467	0x6507	#<CJK>
0x9468	0x6508	#<CJK>
0x9469	0x650A	#<CJK>
0x946A	0x650B	#<CJK>
0x946B	0x650C	#<CJK>
0x946C	0x650D	#<CJK>
0x946D	0x650E	#<CJK>
0x946E	0x650F	#<CJK>
0x946F	0x6510	#<CJK>
0x9470	0x6511	#<CJK>
0x9471	0x6513	#<CJK>
0x9472	0x6514	#<CJK>
0x9473	0x6515	#<CJK>
0x9474	0x6516	#<CJK>
0x9475	0x6517	#<CJK>
0x9476	0x6519	#<CJK>
0x9477	0x651A	#<CJK>
0x9478	0x651B	#<CJK>
0x9479	0x651C	#<CJK>
0x947A	0x651D	#<CJK>
0x947B	0x651E	#<CJK>
0x947C	0x651F	#<CJK>
0x947D	0x6520	#<CJK>
0x947E	0x6521	#<CJK>
0x9480	0x6522	#<CJK>
0x9481	0x6523	#<CJK>
0x9482	0x6524	#<CJK>
0x9483	0x6526	#<CJK>
0x9484	0x6527	#<CJK>
0x9485	0x6528	#<CJK>
0x9486	0x6529	#<CJK>
0x9487	0x652A	#<CJK>
0x9488	0x652C	#<CJK>
0x9489	0x652D	#<CJK>
0x948A	0x6530	#<CJK>
0x948B	0x6531	#<CJK>
0x948C	0x6532	#<CJK>
0x948D	0x6533	#<CJK>
0x948E	0x6537	#<CJK>
0x948F	0x653A	#<CJK>
0x9490	0x653C	#<CJK>
0x9491	0x653D	#<CJK>
0x9492	0x6540	#<CJK>
0x9493	0x6541	#<CJK>
0x9494	0x6542	#<CJK>
0x9495	0x6543	#<CJK>
0x9496	0x6544	#<CJK>
0x9497	0x6546	#<CJK>
0x9498	0x6547	#<CJK>
0x9499	0x654A	#<CJK>
0x949A	0x654B	#<CJK>
0x949B	0x654D	#<CJK>
0x949C	0x654E	#<CJK>
0x949D	0x6550	#<CJK>
0x949E	0x6552	#<CJK>
0x949F	0x6553	#<CJK>
0x94A0	0x6554	#<CJK>
0x94A1	0x6557	#<CJK>
0x94A2	0x6558	#<CJK>
0x94A3	0x655A	#<CJK>
0x94A4	0x655C	#<CJK>
0x94A5	0x655F	#<CJK>
0x94A6	0x6560	#<CJK>
0x94A7	0x6561	#<CJK>
0x94A8	0x6564	#<CJK>
0x94A9	0x6565	#<CJK>
0x94AA	0x6567	#<CJK>
0x94AB	0x6568	#<CJK>
0x94AC	0x6569	#<CJK>
0x94AD	0x656A	#<CJK>
0x94AE	0x656D	#<CJK>
0x94AF	0x656E	#<CJK>
0x94B0	0x656F	#<CJK>
0x94B1	0x6571	#<CJK>
0x94B2	0x6573	#<CJK>
0x94B3	0x6575	#<CJK>
0x94B4	0x6576	#<CJK>
0x94B5	0x6578	#<CJK>
0x94B6	0x6579	#<CJK>
0x94B7	0x657A	#<CJK>
0x94B8	0x657B	#<CJK>
0x94B9	0x657C	#<CJK>
0x94BA	0x657D	#<CJK>
0x94BB	0x657E	#<CJK>
0x94BC	0x657F	#<CJK>
0x94BD	0x6580	#<CJK>
0x94BE	0x6581	#<CJK>
0x94BF	0x6582	#<CJK>
0x94C0	0x6583	#<CJK>
0x94C1	0x6584	#<CJK>
0x94C2	0x6585	#<CJK>
0x94C3	0x6586	#<CJK>
0x94C4	0x6588	#<CJK>
0x94C5	0x6589	#<CJK>
0x94C6	0x658A	#<CJK>
0x94C7	0x658D	#<CJK>
0x94C8	0x658E	#<CJK>
0x94C9	0x658F	#<CJK>
0x94CA	0x6592	#<CJK>
0x94CB	0x6594	#<CJK>
0x94CC	0x6595	#<CJK>
0x94CD	0x6596	#<CJK>
0x94CE	0x6598	#<CJK>
0x94CF	0x659A	#<CJK>
0x94D0	0x659D	#<CJK>
0x94D1	0x659E	#<CJK>
0x94D2	0x65A0	#<CJK>
0x94D3	0x65A2	#<CJK>
0x94D4	0x65A3	#<CJK>
0x94D5	0x65A6	#<CJK>
0x94D6	0x65A8	#<CJK>
0x94D7	0x65AA	#<CJK>
0x94D8	0x65AC	#<CJK>
0x94D9	0x65AE	#<CJK>
0x94DA	0x65B1	#<CJK>
0x94DB	0x65B2	#<CJK>
0x94DC	0x65B3	#<CJK>
0x94DD	0x65B4	#<CJK>
0x94DE	0x65B5	#<CJK>
0x94DF	0x65B6	#<CJK>
0x94E0	0x65B7	#<CJK>
0x94E1	0x65B8	#<CJK>
0x94E2	0x65BA	#<CJK>
0x94E3	0x65BB	#<CJK>
0x94E4	0x65BE	#<CJK>
0x94E5	0x65BF	#<CJK>
0x94E6	0x65C0	#<CJK>
0x94E7	0x65C2	#<CJK>
0x94E8	0x65C7	#<CJK>
0x94E9	0x65C8	#<CJK>
0x94EA	0x65C9	#<CJK>
0x94EB	0x65CA	#<CJK>
0x94EC	0x65CD	#<CJK>
0x94ED	0x65D0	#<CJK>
0x94EE	0x65D1	#<CJK>
0x94EF	0x65D3	#<CJK>
0x94F0	0x65D4	#<CJK>
0x94F1	0x65D5	#<CJK>
0x94F2	0x65D8	#<CJK>
0x94F3	0x65D9	#<CJK>
0x94F4	0x65DA	#<CJK>
0x94F5	0x65DB	#<CJK>
0x94F6	0x65DC	#<CJK>
0x94F7	0x65DD	#<CJK>
0x94F8	0x65DE	#<CJK>
0x94F9	0x65DF	#<CJK>
0x94FA	0x65E1	#<CJK>
0x94FB	0x65E3	#<CJK>
0x94FC	0x65E4	#<CJK>
0x94FD	0x65EA	#<CJK>
0x94FE	0x65EB	#<CJK>
0x9540	0x65F2	#<CJK>
0x9541	0x65F3	#<CJK>
0x9542	0x65F4	#<CJK>
0x9543	0x65F5	#<CJK>
0x9544	0x65F8	#<CJK>
0x9545	0x65F9	#<CJK>
0x9546	0x65FB	#<CJK>
0x9547	0x65FC	#<CJK>
0x9548	0x65FD	#<CJK>
0x9549	0x65FE	#<CJK>
0x954A	0x65FF	#<CJK>
0x954B	0x6601	#<CJK>
0x954C	0x6604	#<CJK>
0x954D	0x6605	#<CJK>
0x954E	0x6607	#<CJK>
0x954F	0x6608	#<CJK>
0x9550	0x6609	#<CJK>
0x9551	0x660B	#<CJK>
0x9552	0x660D	#<CJK>
0x9553	0x6610	#<CJK>
0x9554	0x6611	#<CJK>
0x9555	0x6612	#<CJK>
0x9556	0x6616	#<CJK>
0x9557	0x6617	#<CJK>
0x9558	0x6618	#<CJK>
0x9559	0x661A	#<CJK>
0x955A	0x661B	#<CJK>
0x955B	0x661C	#<CJK>
0x955C	0x661E	#<CJK>
0x955D	0x6621	#<CJK>
0x955E	0x6622	#<CJK>
0x955F	0x6623	#<CJK>
0x9560	0x6624	#<CJK>
0x9561	0x6626	#<CJK>
0x9562	0x6629	#<CJK>
0x9563	0x662A	#<CJK>
0x9564	0x662B	#<CJK>
0x9565	0x662C	#<CJK>
0x9566	0x662E	#<CJK>
0x9567	0x6630	#<CJK>
0x9568	0x6632	#<CJK>
0x9569	0x6633	#<CJK>
0x956A	0x6637	#<CJK>
0x956B	0x6638	#<CJK>
0x956C	0x6639	#<CJK>
0x956D	0x663A	#<CJK>
0x956E	0x663B	#<CJK>
0x956F	0x663D	#<CJK>
0x9570	0x663F	#<CJK>
0x9571	0x6640	#<CJK>
0x9572	0x6642	#<CJK>
0x9573	0x6644	#<CJK>
0x9574	0x6645	#<CJK>
0x9575	0x6646	#<CJK>
0x9576	0x6647	#<CJK>
0x9577	0x6648	#<CJK>
0x9578	0x6649	#<CJK>
0x9579	0x664A	#<CJK>
0x957A	0x664D	#<CJK>
0x957B	0x664E	#<CJK>
0x957C	0x6650	#<CJK>
0x957D	0x6651	#<CJK>
0x957E	0x6658	#<CJK>
0x9580	0x6659	#<CJK>
0x9581	0x665B	#<CJK>
0x9582	0x665C	#<CJK>
0x9583	0x665D	#<CJK>
0x9584	0x665E	#<CJK>
0x9585	0x6660	#<CJK>
0x9586	0x6662	#<CJK>
0x9587	0x6663	#<CJK>
0x9588	0x6665	#<CJK>
0x9589	0x6667	#<CJK>
0x958A	0x6669	#<CJK>
0x958B	0x666A	#<CJK>
0x958C	0x666B	#<CJK>
0x958D	0x666C	#<CJK>
0x958E	0x666D	#<CJK>
0x958F	0x6671	#<CJK>
0x9590	0x6672	#<CJK>
0x9591	0x6673	#<CJK>
0x9592	0x6675	#<CJK>
0x9593	0x6678	#<CJK>
0x9594	0x6679	#<CJK>
0x9595	0x667B	#<CJK>
0x9596	0x667C	#<CJK>
0x9597	0x667D	#<CJK>
0x9598	0x667F	#<CJK>
0x9599	0x6680	#<CJK>
0x959A	0x6681	#<CJK>
0x959B	0x6683	#<CJK>
0x959C	0x6685	#<CJK>
0x959D	0x6686	#<CJK>
0x959E	0x6688	#<CJK>
0x959F	0x6689	#<CJK>
0x95A0	0x668A	#<CJK>
0x95A1	0x668B	#<CJK>
0x95A2	0x668D	#<CJK>
0x95A3	0x668E	#<CJK>
0x95A4	0x668F	#<CJK>
0x95A5	0x6690	#<CJK>
0x95A6	0x6692	#<CJK>
0x95A7	0x6693	#<CJK>
0x95A8	0x6694	#<CJK>
0x95A9	0x6695	#<CJK>
0x95AA	0x6698	#<CJK>
0x95AB	0x6699	#<CJK>
0x95AC	0x669A	#<CJK>
0x95AD	0x669B	#<CJK>
0x95AE	0x669C	#<CJK>
0x95AF	0x669E	#<CJK>
0x95B0	0x669F	#<CJK>
0x95B1	0x66A0	#<CJK>
0x95B2	0x66A1	#<CJK>
0x95B3	0x66A2	#<CJK>
0x95B4	0x66A3	#<CJK>
0x95B5	0x66A4	#<CJK>
0x95B6	0x66A5	#<CJK>
0x95B7	0x66A6	#<CJK>
0x95B8	0x66A9	#<CJK>
0x95B9	0x66AA	#<CJK>
0x95BA	0x66AB	#<CJK>
0x95BB	0x66AC	#<CJK>
0x95BC	0x66AD	#<CJK>
0x95BD	0x66AF	#<CJK>
0x95BE	0x66B0	#<CJK>
0x95BF	0x66B1	#<CJK>
0x95C0	0x66B2	#<CJK>
0x95C1	0x66B3	#<CJK>
0x95C2	0x66B5	#<CJK>
0x95C3	0x66B6	#<CJK>
0x95C4	0x66B7	#<CJK>
0x95C5	0x66B8	#<CJK>
0x95C6	0x66BA	#<CJK>
0x95C7	0x66BB	#<CJK>
0x95C8	0x66BC	#<CJK>
0x95C9	0x66BD	#<CJK>
0x95CA	0x66BF	#<CJK>
0x95CB	0x66C0	#<CJK>
0x95CC	0x66C1	#<CJK>
0x95CD	0x66C2	#<CJK>
0x95CE	0x66C3	#<CJK>
0x95CF	0x66C4	#<CJK>
0x95D0	0x66C5	#<CJK>
0x95D1	0x66C6	#<CJK>
0x95D2	0x66C7	#<CJK>
0x95D3	0x66C8	#<CJK>
0x95D4	0x66C9	#<CJK>
0x95D5	0x66CA	#<CJK>
0x95D6	0x66CB	#<CJK>
0x95D7	0x66CC	#<CJK>
0x95D8	0x66CD	#<CJK>
0x95D9	0x66CE	#<CJK>
0x95DA	0x66CF	#<CJK>
0x95DB	0x66D0	#<CJK>
0x95DC	0x66D1	#<CJK>
0x95DD	0x66D2	#<CJK>
0x95DE	0x66D3	#<CJK>
0x95DF	0x66D4	#<CJK>
0x95E0	0x66D5	#<CJK>
0x95E1	0x66D6	#<CJK>
0x95E2	0x66D7	#<CJK>
0x95E3	0x66D8	#<CJK>
0x95E4	0x66DA	#<CJK>
0x95E5	0x66DE	#<CJK>
0x95E6	0x66DF	#<CJK>
0x95E7	0x66E0	#<CJK>
0x95E8	0x66E1	#<CJK>
0x95E9	0x66E2	#<CJK>
0x95EA	0x66E3	#<CJK>
0x95EB	0x66E4	#<CJK>
0x95EC	0x66E5	#<CJK>
0x95ED	0x66E7	#<CJK>
0x95EE	0x66E8	#<CJK>
0x95EF	0x66EA	#<CJK>
0x95F0	0x66EB	#<CJK>
0x95F1	0x66EC	#<CJK>
0x95F2	0x66ED	#<CJK>
0x95F3	0x66EE	#<CJK>
0x95F4	0x66EF	#<CJK>
0x95F5	0x66F1	#<CJK>
0x95F6	0x66F5	#<CJK>
0x95F7	0x66F6	#<CJK>
0x95F8	0x66F8	#<CJK>
0x95F9	0x66FA	#<CJK>
0x95FA	0x66FB	#<CJK>
0x95FB	0x66FD	#<CJK>
0x95FC	0x6701	#<CJK>
0x95FD	0x6702	#<CJK>
0x95FE	0x6703	#<CJK>
0x9640	0x6704	#<CJK>
0x9641	0x6705	#<CJK>
0x9642	0x6706	#<CJK>
0x9643	0x6707	#<CJK>
0x9644	0x670C	#<CJK>
0x9645	0x670E	#<CJK>
0x9646	0x670F	#<CJK>
0x9647	0x6711	#<CJK>
0x9648	0x6712	#<CJK>
0x9649	0x6713	#<CJK>
0x964A	0x6716	#<CJK>
0x964B	0x6718	#<CJK>
0x964C	0x6719	#<CJK>
0x964D	0x671A	#<CJK>
0x964E	0x671C	#<CJK>
0x964F	0x671E	#<CJK>
0x9650	0x6720	#<CJK>
0x9651	0x6721	#<CJK>
0x9652	0x6722	#<CJK>
0x9653	0x6723	#<CJK>
0x9654	0x6724	#<CJK>
0x9655	0x6725	#<CJK>
0x9656	0x6727	#<CJK>
0x9657	0x6729	#<CJK>
0x9658	0x672E	#<CJK>
0x9659	0x6730	#<CJK>
0x965A	0x6732	#<CJK>
0x965B	0x6733	#<CJK>
0x965C	0x6736	#<CJK>
0x965D	0x6737	#<CJK>
0x965E	0x6738	#<CJK>
0x965F	0x6739	#<CJK>
0x9660	0x673B	#<CJK>
0x9661	0x673C	#<CJK>
0x9662	0x673E	#<CJK>
0x9663	0x673F	#<CJK>
0x9664	0x6741	#<CJK>
0x9665	0x6744	#<CJK>
0x9666	0x6745	#<CJK>
0x9667	0x6747	#<CJK>
0x9668	0x674A	#<CJK>
0x9669	0x674B	#<CJK>
0x966A	0x674D	#<CJK>
0x966B	0x6752	#<CJK>
0x966C	0x6754	#<CJK>
0x966D	0x6755	#<CJK>
0x966E	0x6757	#<CJK>
0x966F	0x6758	#<CJK>
0x9670	0x6759	#<CJK>
0x9671	0x675A	#<CJK>
0x9672	0x675B	#<CJK>
0x9673	0x675D	#<CJK>
0x9674	0x6762	#<CJK>
0x9675	0x6763	#<CJK>
0x9676	0x6764	#<CJK>
0x9677	0x6766	#<CJK>
0x9678	0x6767	#<CJK>
0x9679	0x676B	#<CJK>
0x967A	0x676C	#<CJK>
0x967B	0x676E	#<CJK>
0x967C	0x6771	#<CJK>
0x967D	0x6774	#<CJK>
0x967E	0x6776	#<CJK>
0x9680	0x6778	#<CJK>
0x9681	0x6779	#<CJK>
0x9682	0x677A	#<CJK>
0x9683	0x677B	#<CJK>
0x9684	0x677D	#<CJK>
0x9685	0x6780	#<CJK>
0x9686	0x6782	#<CJK>
0x9687	0x6783	#<CJK>
0x9688	0x6785	#<CJK>
0x9689	0x6786	#<CJK>
0x968A	0x6788	#<CJK>
0x968B	0x678A	#<CJK>
0x968C	0x678C	#<CJK>
0x968D	0x678D	#<CJK>
0x968E	0x678E	#<CJK>
0x968F	0x678F	#<CJK>
0x9690	0x6791	#<CJK>
0x9691	0x6792	#<CJK>
0x9692	0x6793	#<CJK>
0x9693	0x6794	#<CJK>
0x9694	0x6796	#<CJK>
0x9695	0x6799	#<CJK>
0x9696	0x679B	#<CJK>
0x9697	0x679F	#<CJK>
0x9698	0x67A0	#<CJK>
0x9699	0x67A1	#<CJK>
0x969A	0x67A4	#<CJK>
0x969B	0x67A6	#<CJK>
0x969C	0x67A9	#<CJK>
0x969D	0x67AC	#<CJK>
0x969E	0x67AE	#<CJK>
0x969F	0x67B1	#<CJK>
0x96A0	0x67B2	#<CJK>
0x96A1	0x67B4	#<CJK>
0x96A2	0x67B9	#<CJK>
0x96A3	0x67BA	#<CJK>
0x96A4	0x67BB	#<CJK>
0x96A5	0x67BC	#<CJK>
0x96A6	0x67BD	#<CJK>
0x96A7	0x67BE	#<CJK>
0x96A8	0x67BF	#<CJK>
0x96A9	0x67C0	#<CJK>
0x96AA	0x67C2	#<CJK>
